Branche,Company_Name,Adresse,PLZ,Ort,Land,Telefon,Email,Website,Anrede,Vorname,Name,Title,Mitglied,Facebook,Twitter,Youtube,Linkedin,Instagram,Company Description
Eventlocations,"Schützenhaus Albisgütli, Event Center",Uetlibergstrasse 341,8045,Zürich,Schweiz,+41 43 333 30 00,info@albisguetli.ch,albisguetli.ch,,,,,,,,,,,"Im schönsten Festsaal von Zürich organisieren wir für Sie geschmacksvolle Bankette, einzigartige Generalversammlungen sowie Feste und Feiern.",https://www.persoenlich.com/marktplatz/schutzenhaus-albisgutli-event-center-zurich-1
Multimediaagenturen,Schwabe AG,Farnsburgerstrasse 8,4132,Muttenz,Schweiz,+41 61 467 85 85,info@schwabe.ch,schwabe.ch,,,,,,,,,,,Die Schwabe AG in Basel ist das älteste Druck- und Verlagshaus der Welt.,https://www.persoenlich.com/marktplatz/schwabe-ag-muttenz-1
CI Agenturen,schwegler graphic work,Fluhmattstrasse 24,6004,Luzern,Schweiz,+41 41 410 34 54,keine Angabe,,Mr.,Daphné,Schwegler,,,,,,,,,https://www.persoenlich.com/marktplatz/schwegler-graphic-work-luzern
Verpackung,Schweighauser Kunststoffe AG,Mühlemattstrasse 49A,4103,Bottmingen,Schweiz,+41 61 421 23 52,info@schweighauser.ch,schweighauser.ch,Ms.,Nicole,Schweighauser,,,,,,,,"Ihr Spezialist für die individuelle Kunststoff Verarbeitung - Schweighauser Kunststoffe AG, Oberwil bei Basel.",https://www.persoenlich.com/marktplatz/schweighauser-kunststoffe-ag-bottmingen
Printmedien / Verlage,Schweizer Alpen-Club SAC,Monbijoustrasse 61,3000,Bern,Schweiz,031 370 18 85,r.schmid@koemedia.ch,koemedia.ch,Ms.,Alexandra,Rozkosny,,,,,,,,"Die Fachzeitschrift Die Alpen ist das Bindeglied zwischen den SAC-Mitgliedern, allen Bergfans und ihrer liebsten Freizeitbeschäftigung. Sie thematisiert auf hohem inhaltlichen und",https://www.persoenlich.com/marktplatz/schweizer-alpen-club-sac-bern
Printmedien / Verlage,Schweizer Wanderwege,Monbijoustrasse 61,3000,Bern,Schweiz,031 370 10 20,thomas.gloor@wandern.ch,wandern.ch,Mr.,Thomas,Gloor,,,,,,,,65 000 Kilometer gut gepflegte Wanderwege erschliessen die schönsten Naturlandschaften der Schweiz. Das weltweit einmalige Angebot gehört zu den Erfolgen des Verbands Schweizer W,https://www.persoenlich.com/marktplatz/schweizer-wanderwege-bern
Werbeartikel,Schweizer Zucker AG,Radelfingenstrasse 30,3270,Aarberg,Schweiz,+41 32 391 62 00,info@zucker.ch,zucker.ch,,,,,,,,,,,Weil aus der Schweiz.,https://www.persoenlich.com/marktplatz/schweizer-zucker-ag-aarberg
Unternehmensberatung,Schweizerischer KMU Verband,Eschenring 13,6300,Zug,Schweiz,+41 41 348 03 30,info@kmuverband.ch,kmuverband.ch,Mr.,Josef,Rothenfluh,,,,,,,,Der Schweizerische KMU Verband unterstützt Unternehmerinnen und Unternehmer und bietet als Verband zahlreiche Vorteile.,https://www.persoenlich.com/marktplatz/schweizerischer-kmu-verband-zug
Messefirmen Schweiz,schweizermessebau ag,pilatusring 26,5630,Muri,Schweiz,+41 56 675 70 00,info@schweizermessebau.ch,schweizermessebau.ch,,,,,,,,,,,"schweizermessebau bietet die gesamte bandbreite rund um ihren messestand, ladenbau, event oder showroom.",https://www.persoenlich.com/marktplatz/schweizermessebau-ag-muri
Werbebeschriftung,Schwengeler Beschriftungen GmbH,Pflanzschulstrasse 17,8400,Winterthur,Schweiz,+41 52 202 87 77,,,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/schwengeler-beschriftungen-gmbh-winterthur
Werbeagenturen,schwindl ehrliche grafik gmbh,Zwingerstrasse 10,4053,Basel,Schweiz,+41 61 331 60 20,mail@schwindlschaer.ch,schwindlschaer.ch,Mr.,Philip,Schwindl,,,,,,,,"Werbeagentur für jedes Medium, Kommunikation, Grafik und Text für Kunden jeder Grösse.",https://www.persoenlich.com/marktplatz/schwindl-ehrliche-grafik-gmbh-basel-1
Markt-/Meinungsforscher,Scope Qualitative Research AG,Schoffelgasse 3,8001,Zürich,Schweiz,+41 44 252 50 90,info@scope-mr.ch,scope-mr.ch,Mr.,Marco,Schnitter,,,,,,,,"Die SCOPE hat sich auf Forschungsfragen spezialisiert, deren Beantwortung nicht mittels vorgegebenen Skalen und Kategorien möglich ist.",https://www.persoenlich.com/marktplatz/scope-qualitative-research-ag-zurich
Übersetzungen,Scott Translations,Steinenvorstadt 33,4010,Basel,Schweiz,+41 61 281 19 03,contact@scott-translations.ch,scott-translations.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/scott-translations-basel
Werbeagenturen,Scotti Werbeagentur AG,Grubenstrasse 9,8045,Zürich,Schweiz,044 457 70 70,hallo@scotti.ch,scotti.ch,,,,,,,,,,,"Gesättigte Märkte verlangen nach einer überzeugenden Identität, die geschaffen und konsequent umgesetzt werden muss: über die Gestaltung und die nutzenorientierte Kommunikatio",https://www.persoenlich.com/marktplatz/scotti-werbeagentur-ag-zurich
Werbeagenturen,"Screen & Design Grafik, Werbung",Badenerstrasse 380b,8004,Zürich,Schweiz,+41 44 241 83 39,attinger@screenunddesign.ch,screenunddesign.ch,Mr.,Urs,Attinger,"Grafiker, Inhaber",,,,,,,"Screen & Design erarbeitet im Bereich Grafik und Werbung kreative, effiziente Kommunikationslösungen. Klar, einfach und gut!",https://www.persoenlich.com/marktplatz/screen-design-grafik-werbung-zurich
Werbeagenturen,Screen24 AG,Neugutstrasse 66,8600,Dübendorf,Schweiz,044 520 74 40,,,,Michael,Voss,,,,,,,,"ein innovatives Werbeunternehmen, welches schweizweit erfolgreich digitale Aussenwerbeflächen – im Digital Out-of-Home (DOOH) Bereich – anbietet.",https://www.persoenlich.com/marktplatz/screen24-ag-dubendorf
Online-Marketing-Agenturen,screenFOOD AG,Hirschengraben 43,6003,Luzern,Schweiz,+41 41 444 21 41,info@screenfoodnet.com,screenfoodnet.com,Mr.,Pierre,Farine,,,,,,,,screenFOODnet entwickelt digitale Gesamtlösungen für den Einzelhandel und Einkaufszentren.,https://www.persoenlich.com/marktplatz/screenfood-ag-luzern
Online-Marketing-Agenturen,Screenlight Interactive AG,Bühlstrasse 1,8125,Zollikerberg,Schweiz,+41 44 396 26 96,info@screenlight.ch,screenlight.ch,,,,,,,,,,,"Ihre Agentur für erstklassige Websites, benutzerfreundliche Applikationen, digitale Kommunikation und interaktive Multimedia-Präsentationen.",https://www.persoenlich.com/marktplatz/screenlight-interactive-ag-zollikerberg
Eventmanagement,screenpro AG,Chriesbaumstrasse 6,8604,Volketswil,Schweiz,044 534 65 70,,,,Toni,Bianchera,,,,,,,,"MULTIMEDIALE UMSETZUNGEN VON EVENTS, MESSEN & POINT OF SALES",https://www.persoenlich.com/marktplatz/screenpro-ag-volketswil
Werbebeschriftung,Script Design Risler Reklamen AG,Amriswilerstrasse 40,9320,Frasnacht,Schweiz,+41 71 446 66 16,info@scriptdesign.ag,scriptdesign.ag,Mr.,Roman,Risler,,,,,,,,Heute setzen kreative und ausgefuchste Fachleute mittels modernster Technik jede Idee in die Wirklichkeit um. Und das bezahlbar.,https://www.persoenlich.com/marktplatz/script-design-risler-reklamen-ag-frasnacht
Corporate Publishing Agenturen,sda awp multimedia,Sihlquai 253 ,8005,Zürich,Schweiz,+41 43 960 59 67,multimedia@awp.ch,awp.ch,,,,,,,,,,,SDAAWP Multimedia ist das Corporate-Publishing-Unternehmen der beiden Schweizer Nachrichtenagenturen sda und AWP Finanznachrichten.,https://www.persoenlich.com/marktplatz/sda-awp-multimedia-zurich
Direktmarketing-Experten,SDV Schweizer Dialogmarketing Verband,Zürcherstrasse,8501,Frauenfeld,Schweiz,+41 52 721 61 62,info@sdv-dialogmarketing.ch,sdv-dialogmarketing.ch,,,,,,,,,,,Mit seinen über 120 Mitgliederfirmen deckt der SDV Schweizer Dialogmarketing Verband sämtliche Aspekte des Direktmarketings ab und stellt so die führende Dialogmarketing-Organis,https://www.persoenlich.com/marktplatz/sdv-schweizer-dialogmarketing-verband-frauenfeld
Werbeagenturen,sec Brand Werbung AG,Meisenweg 3,6000,Luzern,Schweiz,+41 79 414 61 28,info@secweb.ch,secweb.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/sec-brand-werbung-ag-luzern
Werbeartikel,Sedecor AG,Kempttalstrasse 24,8330,Pfäffikon,Schweiz,+41 44 950 57 70,info@sedecor.ch,sedecor.ch,,,,,,,,,,,Aufgrund der profunden textilen Ausbildung und langjähriger Erfahrung beraten wir Sie individuell und kompetent.,https://www.persoenlich.com/marktplatz/sedecor-ag-pfaffikon-zh
Konferenz-/Seminarhotels,See & Park Hotel Feldbach,Feldbach 10,8266,Steckborn,Schweiz,052 762 21 21,info@hotel-feldbach.ch,hotel-feldbach.ch,Mr.,Hanspeter,Ueltschi,,,,,,,,Ein be­sonderer Ort der Gastlichkeit und Inspiration mit einer be­sonderen Ge­schich­te zurück bis 1252: In ein­maliger Lage direkt am Ufer des Boden­sees be­findet sich da,https://www.persoenlich.com/marktplatz/see-park-hotel-feldbach-steckborn
CRM-Anbieter,SeeDesign GmbH,Oberer Graben 12,9000,St.Gallen,Schweiz,+41718400475,daten@seedesign.ch,seedesign.ch,Ms.,Nicola,Zoller,Geschäftsführung,,,,,,,"Kreativ sein. Für sie und ihre Produkte.
Kreativ umsetzen. Für sie und ihre Vorstellungen.",https://www.persoenlich.com/marktplatz/seedesign-gmbh-st-gallen
Konferenz-/Seminarhotels,Seehotel Bönigen Restaurant Elemänt,Seestrasse 22,3806,Bönigen,Schweiz,033 827 07 70,info@seehotel-boenigen.ch,seehotel-boenigen.ch,,und,Budd,,,,,,,,"Wir freuen uns, Ihnen im Folgenden unser Hotel und unser besonderes Angebot in der traumhaften Umgebung des Berner Oberlandes am Fusse von Eiger, Mönch und Jungfrau vorzustellen.",https://www.persoenlich.com/marktplatz/seehotel-bonigen-restaurant-elemant-bonigen
Konferenz-/Seminarhotels,SeeHotel Gotthard,Gotthardstrasse 11,6353,Weggis,Schweiz,041 390 21 14,gotthard@gotthard-weggis.ch,gotthard-weggis.ch,,,,,,,,,,,"Bitte treten Sie ein in unser kleines Familien- und Ferienhotel, erfahren Sie etwas über uns, über den malerischen Ort Weggis und die Feriengegend am Vierwaldstättersee. Lassen",https://www.persoenlich.com/marktplatz/seehotel-gotthard-weggis
Konferenz-/Seminarhotels,Seehotel Hallwil,Seestrasse 79,5712,Beinwil,Schweiz,062 765 80 30,hotel@seehotel-hallwil.chh,seehotel-hallwil.chh,,,Nyffenegger,,,,,,,,"Vergessen Sie die Hektik des Alltags und holen Sie sich neue Energie, denn Genuss hat bei uns immer Saison. Gepflegte Gastlichkeit und ein vielseitiges Angebot am Ufer des Hallwile",https://www.persoenlich.com/marktplatz/seehotel-hallwil-beinwil-am-see
Konferenz-/Seminarhotels,Seehotel Hermitage,Seeburgstrasse 72,6000,Luzern,Schweiz,041 375 81 81,welcome@hermitage-luzern.ch,hermitage-luzern.ch,,,,,,,,,,,"An privilegierter Lage direkt am See bietet Ihnen das Seehotel Hermitage genau die richtige Mischung aus Erholen und Erleben. Mit allen Annehmlichkeiten, die Sie sich wünschen. Da",https://www.persoenlich.com/marktplatz/seehotel-hermitage-luzern
Konferenz-/Seminarhotels,SEEHOTEL KASTANIENBAUM,St. Niklausenstrasse 105,6047,Kastanienbaum,Schweiz,041 340 03 40,info@seehotel-kastanienbaum.ch,seehotel-kastanienbaum.ch,,,,,,,,,,,"Wunderschön direkt am Vierwaldstättersee gelegen, laden wir Sie zu einer Auszeit ein. Die Aussicht auf die Weite des Sees und die Berge lassen Sie zusammen mit unserem aufgestell",https://www.persoenlich.com/marktplatz/seehotel-kastanienbaum-kastanienbaum
Konferenz-/Seminarhotels,Seehotel Pilatus,Seestrasse 34,6052,Hergiswil,Schweiz,041 632 30 30,info@pilatushotel.ch,pilatushotel.ch,Mr.,Jürgen,Fuchs,,,,,,,,"In unserem ganz besonderen 4-Sterne Hotel erwartet Sie eine aussergewöhnlich spektakuläre Lage direkt am Ufer des Vierwaldstättersees, ein sehr gepflegtes Haus mit wunderschöne",https://www.persoenlich.com/marktplatz/seehotel-pilatus-hergiswil
Konferenz-/Seminarhotels,Seehotel Schif AG,Seestrasse 4,8286,Mannenbach,Schweiz,071 663 41 41,info@seehotel-schiff.ch,seehotel-schiff.ch,Mr.,Antonio,Oliveira,,,,,,,,Schon ein Blick über die einzigartige Seelandschaft fühlt sich gut an. Die Umgebung beginnt auf Sie zu wirken und jeder einzelne Moment wird zum Genuss. Mit kulinarischen Köstli,https://www.persoenlich.com/marktplatz/seehotel-schif-ag-mannenbach
Konferenz-/Seminarhotels,Seehotel Sternen,Winkelstrasse 46,6048,Horw,Schweiz,041 348 24 82,info@seehotel-sternen.ch,seehotel-sternen.ch,Ms.,Isabel,Unternäher,,,,,,,,Nur ca. fünf Autominuten von der Leuchtenstadt Luzern entfernt liegt in der malerischen Horwer Bucht direkt am Vierwaldstättersee das Seehotel Sternen. Fern ab von Lärm und Hekt,https://www.persoenlich.com/marktplatz/seehotel-sternen-horw
Konferenz-/Seminarhotels,Seehotel Waldstätterhof,Waldstätterquai 6,6440,Brunnen,Schweiz,041 825 06 06,info@waldstaetterhof.ch,waldstaetterhof.ch,Mr.,von,Reding,,,,,,,,"Die bald 150-jährige, grosse und reiche Geschichte des Hauses prägt das Ambiente unseres traditionsreichen und zugleich modernen Hotels. Auf den folgenden Seiten finden Sie alles",https://www.persoenlich.com/marktplatz/seehotel-waldstatterhof-brunnen
Konferenz-/Seminarhotels,SEEHOTEL WILERBAD,Wilerbadstrasse 6,6062,Wilen,Schweiz,041 662 70 70,info@wilerbad.ch,wilerbad.ch,Ms.,Renate,Stocker,,,,,,,,"Unsere Abläufe und Werte werden ständig überdenkt und angepasst, damit wir ein wirtschaftliches und erfolgsorientiertes Arbeiten garantieren können. Durch die Art der Führung",https://www.persoenlich.com/marktplatz/seehotel-wilerbad-wilen-am-see
Verpackung,Seelitho AG Premedia Service,Niderfeld 44,9320,Arbon,Schweiz,+41 71 447 80 47,info@seelitho.ch,seelitho.ch,Mr.,Jakob,Hasler,,,,,,,,"Premedia Services, Machbarkeitsüberprüfung für tech. Design.",https://www.persoenlich.com/marktplatz/seelitho-ag-premedia-service-arbon
Konferenz-/Seminarhotels,Seerose Resort & Spa,Seerosenstrasse 1,5616,Meisterschwanden,Schweiz,056 676 68 68,hotel@seerose.ch,seerose.ch,,,,,,,,,,,Entdecken. Entspannen. Geniessen. Willkommen. Wir laden Sie ein zum Entspannen und Geniessen direkt am See. Gönnen Sie sich eine Auszeit und entspannen Sie in unserem Cocon Thai S,https://www.persoenlich.com/marktplatz/seerose-resort-spa-meisterschwanden
Public Relations Agenturen,sehstoff GmbH,Bäderstrasse 18,5400,Baden,Schweiz,+41 56 210 99 11,kontakt@sehstoff.ch,sehstoff.ch,Mr.,Diego,Egloff,,,,,,,,"Sehstoff ist inhabergeführt und wird von vier Managing Partnern geleitet, die sich mit den Kompetenzen Marketing, Grafik und Neue Medien ideal ergänzen.",https://www.persoenlich.com/marktplatz/sehstoff-gmbh-baden
Papier-/Couvert,Seifert Kartonagen GmbH,Birmensdorferstrasse 20,8902,Urdorf,Schweiz,+41 43 817 33 80,info@seifertkartonagen.ch,seifertkartonagen.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/seifert-kartonagen-gmbh-urdorf
Druckerei,Selfix AG,Industriestrasse 53,8112,Otelfingen,Schweiz,+41 44 308 66 88,info@selfix.com,selfix.com,Mr.,Kurt,Fischer,,,,,,,,"Die Selfix AG ist eine unabhängige, inhabergeführte schweizerische Etikettendruckerei spezialisiert auf die Herstellung von Selbstklebe-Etiketten, Etiketten und Spezialetiketten.",https://www.persoenlich.com/marktplatz/selfix-ag-otelfingen
Werbeagenturen,Sellnova AG,Jenatschstrasse 3,8002,Zürich,Schweiz,+41 43 488 88 40,info@sellnova.ch,sellnova.ch,Ms.,Fedja,Haueter,,,,,,,,SALES PROMOTION · RETURN ON INVESTMENT · TRAINING · POS SERVICES & SOLUTIONS · PROJECTS,https://www.persoenlich.com/marktplatz/sellnova-ag-zurich
Werbeartikel,selsup (schweiz) sa,Ringstrasse 39,4106,Therwil,Schweiz,+41 61 717 88 55,info@selsup.ch,selsup.ch,,,,,,,,,,,Qualität vor Quantität – getreu diesem Motto nehmen wir uns Zeit für Sie.,https://www.persoenlich.com/marktplatz/selsup-schweiz-sa-therwil
Konferenz-/Seminarhotels,Seminar Kultur Hotel Möschberg,Möschberg 7B,3506,Grosshöchstetten,Schweiz,031 710 22 22,info@moeschberg.ch,moeschberg.ch,Ms.,Madeleine,Ducommun-Capponi,,,,,,,,"der Möschberg ist die Wiege des biologischen landbaus im deutschsprachigen raum. 1932 als „bauernheimatschule“ und „hausmutterschule“ erbaut, legte der damalige leiter der",https://www.persoenlich.com/marktplatz/seminar-kultur-hotel-moschberg-grosshochstetten
Konferenz-/Seminarhotels,Seminar- und Erlebnishotel Römerturm,Kerenzerbergstrasse 104,8757,Flitzbach,Schweiz,055 614 62 62,roemertum@seminarhotel.com,seminarhotel.com,,,,,,,,,,,"Das Seminarhotel für den individuellen, gehobenen Anspruch!Wählen Sie den Seminarraum, der speziell auf Ihre Bedürfnisse ausgerichtet ist.Unser Seminarhotel bietet Raum, Ruhe, P",https://www.persoenlich.com/marktplatz/seminar-und-erlebnishotel-romerturm-flitzbach
Kongresszentren,Seminar- und Konferenzzentrum CareFit,Grütstrasse 60,8802,Kilchberg,Schweiz,+41 44 728 63 45,seminar-konferenz@see-spital.ch,see-spital.ch,,,,,,,,,,,In unserem modernen Carefit-Haus in Kilchberg verfügen wir im obersten Stock über diverse Gruppen- und Seminarräume.,https://www.persoenlich.com/marktplatz/seminar-und-konferenzzentrum-carefit-kilchberg
Konferenz-/Seminarhotels,Seminar- und Tagungszentrum Züriberg,Tobelhofstrasse 21,8044,Zürich,Schweiz,044 252 49 16,info@zentrum-zueriberg.ch,zentrum-zueriberg.ch,Mr.,Kurt,Bartholet,,,,,,,,Das Seminar- und Trainingszentrum Züriberg liegt eingebettet in die grossräumige Anlage des historischen Sonnenbads des Vereins für Volksgesundheit Zürich VGZ. Eine Oase der Ru,https://www.persoenlich.com/marktplatz/seminar-und-tagungszentrum-zuriberg-zurich
Konferenz-/Seminarhotels,Seminar- und Wellnesshotel Stoos,Ringstrasse 10,6433,Stoos,Schweiz,041 817 44 44,info@hotel-stoos.ch,hotel-stoos.ch,,,,,,,,,,,Das 4-Sterne Wellnesshotel liegt auf dem autofreien Hochplateau Stoos im Herzen der Zentralschweiz und bietet Ihnen eine wunderschöne Aussicht auf die Region rund um den Vierwalds,https://www.persoenlich.com/marktplatz/seminar-und-wellnesshotel-stoos-stoos
Konferenz-/Seminarhotels,Seminar-Hotel Rigi,Seestrasse 53,6353,Weggis,Schweiz,041 392 03 92,info@hotelrigi.ch,hotelrigi.ch,,,,,,,,,,,"Einzigartig am Ufer des Vierwaldstättersee gelegen, strahlt das 2-Sterne Seminar-Hotel Rigi einen südländischen Charme und eine wohltuende Atmosphäre aus. Der Charme vergangene",https://www.persoenlich.com/marktplatz/seminar-hotel-rigi-weggis
Konferenz-/Seminarhotels,Seminarhotel Bocken,Bockenweg 4,8810,Horgen,Schweiz,044 727 55 99,info@bocken.ch,bocken.ch,,,,,,,,,,,"Hier oben über dem Zürichsee, mitten im Grünen, lässt es sich tagen, diskutieren, feiern und übernachten – ob zu fünft, zu zehnt oder zu zweihundert. Was immer Sie sich auc",https://www.persoenlich.com/marktplatz/seminarhotel-bocken-horgen
Konferenz-/Seminarhotels,Seminarhotel Goldey,Obere Goldey 85,3800,Unterseen,Schweiz,033 826 44 45,info@goldey.ch,goldey.ch,Ms.,Marianne,Kuchen,,,,,,,,"Herzlich willkommen im neu umgebauten Aparthotel Goldey in Unterseen-Interlaken, am Ufer der Aare. 12 moderne 3-Zimmer Appartements für 2-4 Personen mit voll ausgestatteter Küche",https://www.persoenlich.com/marktplatz/seminarhotel-goldey-unterseen
Kongresszentren,Seminarhotel Leuenberg,Leuenbergstrasse 20,4434,Hölstein,Schweiz,+41 61 956 12 12,info@leuenberg.ch,leuenberg.ch,Mr.,Herbert,Burkhard,,,,,,,,"Seminarzentrum in einer Erholungslandschaft gelegen, mit einem eigenen Kursangebot, steht aber auch Gastgruppen für Seminare, Freizeiten usw. offen.",https://www.persoenlich.com/marktplatz/seminarhotel-leuenberg-holstein
Eventlocations,Seminarhotel Möschberg,Möschberg 7B,3506,Grosshöchstetten,Schweiz,+41 31 710 22 22,info@moeschberg.ch,moeschberg.ch,Ms.,Madeleine,Ducommun-Capponi,,,,,,,,Im seminarhotel Möschberg finden in den 26 zimmer 43 seminarteilnehmende und seminarleitende platz.,https://www.persoenlich.com/marktplatz/seminarhotel-moschberg-grosshochstetten
Konferenz-/Seminarhotels,Seminarhotel Sempachersee,Kantonsstrasse 46,6207,Nottwil,Schweiz,041 939 23 23,info@dasseminarhotel.ch,dasseminarhotel.ch,Mr.,Grégoire,Allet,,,,,,,,"Das SEMINARHOTEL SEMPACHERSEE ist Inbegriff für ein kreatives, innovatives Unternehmen im Seminar-, Kongress- und Eventbereich. Unsere Seminar-, Hotel- und Gastronomiedienstleistu",https://www.persoenlich.com/marktplatz/seminarhotel-sempachersee-nottwil-1
Konferenz-/Seminarhotels,Seminarhotel Unterhof,Schaffhauserstrasse 8,8253,Diessenhofen,Schweiz,052 646 38 11,,,,,,,,,,,,,"Das Seminarhotel Unterhof bildet eine einzigartige Oase für Geschäftsreisende, Ruhesuchende sowie Aktivsportler und natürlich unsere Seminargäste. Geniessen Sie hier am Ufer de",https://www.persoenlich.com/marktplatz/seminarhotel-unterhof-diessenhofen-1
Übersetzungen,SemioticTransfer AG,Bruggerstrasse 37,5400,Baden,Schweiz,+41 56 470 40 40,angebot@semiotictransfer.ch,semiotictransfer.ch,Mr.,Arno,Giovannini,,,,,,,,Wir schreiben Ihre Zukunft.,https://www.persoenlich.com/marktplatz/semiotictransfer-ag-baden
